total_distance_km,average_trip_speed_kmph,ambient_temperature_C,trip_duration_min,charging_cycles,fast_charging_ratio_%,average_battery_temperature_C,battery_health_%
39454.04,35.77,13.19,63.68,681,55.52,25.0,45.0
30381.75,47.08,15.15,42.45,607,17.6,25.0,46.92
15674.12,39.04,27.81,16.05,251,6.27,36.78,75.46
4256.53,59.75,42.27,57.89,120,24.44,50.0,82.37
31308.73,49.16,40.08,61.34,548,13.45,49.87,45.0
22777.77,58.1,43.91,75.31,434,46.71,49.74,61.67
17544.66,53.4,32.77,33.09,331,58.73,40.42,67.42
36347.82,56.12,33.65,88.51,678,21.93,39.39,45.0
5336.7,52.58,31.88,45.16,115,39.11,38.45,85.78
20212.38,38.37,31.8,33.68,327,24.31,37.41,73.01
1442.79,30.07,15.15,37.88,50,1.87,25.0,94.98
19277.77,34.81,29.03,51.57,316,16.06,40.45,72.09
3195.83,20.81,23.51,84.94,63,10.07,31.97,92.2
5633.9,40.96,25.49,68.81,69,19.15,29.53,92.04
5583.52,40.2,28.33,56.17,52,4.23,34.93,92.11
26319.2,41.01,14.49,23.02,473,34.76,25.0,69.02
30095.75,58.96,22.58,21.95,492,52.49,29.84,55.43
23751.38,56.46,12.22,50.18,438,45.67,25.0,66.5
38524.73,26.47,44.29,68.3,669,25.89,50.0,45.0
15619.95,34.76,14.15,70.08,263,23.18,25.0,79.84
12142.77,36.96,19.05,28.07,164,43.76,25.0,88.81
34875.37,34.42,41.2,18.01,675,9.11,47.8,45.0
9720.24,51.94,26.89,40.76,140,32.86,36.25,83.16
38565.68,40.96,14.75,83.45,692,37.95,25.0,45.0
1474.02,42.88,23.45,53.63,50,16.12,28.15,94.36
38825.27,54.12,14.06,35.61,685,10.95,25.0,45.0
2683.24,52.24,17.01,35.89,93,40.52,27.74,93.79
35754.58,25.29,11.82,20.57,658,15.85,25.0,45.0
21580.34,48.56,25.34,47.86,374,20.49,33.15,74.51
39725.63,37.42,38.23,73.31,721,3.1,41.63,45.0
3878.07,31.79,30.51,87.48,56,7.89,36.7,91.13
22600.32,22.0,31.22,50.13,409,40.94,40.74,68.67
38802.8,39.49,17.02,23.38,724,38.1,25.0,45.0
21400.82,34.22,22.04,64.64,381,20.71,26.61,77.92
25546.55,30.06,39.58,70.54,470,36.02,49.85,58.53
28134.2,47.79,13.07,15.74,517,29.32,25.0,58.31
18727.1,50.78,40.03,78.01,332,28.26,50.0,67.86
25474.77,29.79,26.93,76.35,445,40.42,35.11,62.95
23788.26,21.98,39.3,47.8,419,11.98,41.01,65.85
36145.16,53.95,21.13,54.83,675,39.9,25.79,45.0
2772.41,20.4,21.86,67.07,70,45.8,30.21,92.64
11957.56,57.48,36.31,64.14,189,11.42,40.01,79.97
38066.05,45.1,37.47,11.32,686,15.0,41.18,45.0
35720.29,32.87,18.04,19.79,631,8.83,28.64,45.0
18770.61,29.86,44.05,23.01,361,45.41,48.2,65.12
25185.17,20.36,12.96,70.45,446,48.91,25.0,70.18
11817.87,29.42,12.4,45.21,270,51.73,25.0,83.76
8336.73,25.51,30.84,53.64,157,29.29,39.67,80.95
19084.24,44.49,35.3,71.81,377,31.28,42.35,68.25
14780.74,26.66,43.63,37.28,243,40.7,50.0,71.7
23762.59,41.15,24.17,69.91,432,35.92,32.64,64.9
4031.65,43.6,10.89,45.38,89,47.38,25.0,92.55
39001.4,31.92,31.1,40.17,683,29.8,37.67,45.0
39462.22,21.4,20.14,36.64,718,35.31,28.14,45.0
28228.31,21.49,25.15,87.2,540,7.65,33.03,54.73
21907.76,21.05,27.1,71.76,390,59.38,35.19,68.78
13071.58,49.56,12.26,11.62,216,66.5,25.0,82.54
32738.01,32.72,27.01,86.59,640,39.23,35.58,45.0
27704.52,51.85,24.92,72.04,474,22.28,27.07,68.5
7342.06,37.27,34.94,21.93,137,24.97,43.32,83.3
36526.16,38.12,32.6,16.11,646,14.92,43.07,45.0
33078.95,40.52,16.48,34.66,578,35.42,25.0,45.0
38042.2,48.52,17.21,59.93,710,63.79,25.0,45.0
29303.06,30.94,18.79,59.32,528,22.83,26.04,57.74
24923.19,24.86,16.26,32.07,463,17.91,25.0,71.97
17311.48,42.24,33.0,45.65,258,34.39,41.54,73.04
37376.41,33.08,44.81,26.95,692,10.74,50.0,45.0
34776.49,37.7,32.82,14.05,614,11.57,39.91,45.0
2763.53,45.88,31.23,51.36,50,17.69,37.4,91.74
2028.31,39.77,24.35,37.76,84,44.47,29.04,93.6
15682.07,44.81,20.94,53.43,300,31.42,25.0,79.4
32611.58,41.77,41.89,85.72,599,12.76,48.21,45.0
39503.77,49.59,43.92,21.47,749,51.58,49.73,45.0
6866.26,48.24,27.39,10.16,131,57.14,39.4,82.5
24171.1,41.37,20.16,16.15,420,35.82,28.74,69.11
15854.74,47.16,36.95,47.02,284,44.82,43.49,72.38
38826.66,54.94,14.64,66.55,689,13.25,25.0,45.0
33842.64,37.29,36.8,56.46,603,25.39,44.44,45.0
33694.82,36.51,38.66,49.59,581,65.21,48.34,45.0
19279.03,50.57,14.37,38.32,326,23.38,25.0,78.07
17177.96,43.3,44.19,34.8,335,17.1,50.0,70.38
11662.88,22.84,44.49,40.1,220,5.25,49.14,76.68
3198.64,55.68,42.79,58.93,50,32.53,49.04,86.39
34724.17,21.23,27.36,23.42,606,22.51,31.43,45.0
32703.14,49.94,18.61,71.71,584,22.89,25.0,45.0
39988.99,50.35,30.37,56.02,685,16.49,43.45,45.0
39868.84,58.12,24.7,31.53,728,32.91,32.79,45.0
22661.84,22.17,17.21,50.09,436,33.92,25.0,70.44
30990.51,43.87,24.83,87.02,623,8.48,30.11,45.0
37845.86,37.11,33.24,11.64,661,43.99,43.42,45.0
34136.25,33.23,12.48,25.96,643,79.13,25.0,45.0
10646.58,23.61,21.67,45.87,176,66.77,28.16,83.55
18571.22,42.51,10.62,61.08,309,10.54,25.0,81.31
6037.22,39.16,36.23,26.98,82,30.63,46.83,81.85
38207.99,24.18,32.42,84.51,698,32.59,39.16,45.0
24640.81,44.5,12.19,61.41,425,18.21,25.0,71.35
9917.07,49.52,43.77,80.19,165,22.76,50.0,79.6
27196.33,50.69,10.79,36.35,483,37.83,25.0,69.13
25107.0,56.21,30.65,76.32,438,47.34,40.77,62.41
14968.35,36.38,37.17,40.26,252,9.62,43.19,75.81
5428.75,58.12,37.58,30.22,50,11.3,50.0,84.02
27191.35,54.62,11.2,82.93,497,55.06,25.0,67.1
21292.0,31.86,41.72,17.38,389,12.57,44.33,68.26
31120.42,26.37,42.15,85.43,546,11.26,49.36,45.0
21286.38,37.42,29.65,46.68,396,17.77,35.14,68.76
34235.08,36.08,26.87,89.41,657,27.69,35.76,45.0
22524.37,43.03,11.57,53.17,410,35.6,25.0,74.65
22876.58,43.34,29.67,70.6,449,26.73,34.72,66.67
35189.49,50.0,24.33,10.57,696,25.97,32.85,45.0
16735.83,40.4,37.05,49.73,368,12.37,39.65,71.36
6226.59,24.19,24.14,69.0,84,3.78,31.82,91.59
2122.52,54.33,33.93,72.63,50,29.97,47.99,85.31
30450.35,32.39,13.55,22.64,543,33.86,25.0,49.02
25192.07,58.85,14.65,43.52,461,6.95,25.0,71.03
28459.11,24.71,14.89,43.53,557,26.77,26.34,56.1
9305.6,58.33,11.59,18.29,185,80.67,25.0,85.68
6318.49,23.64,28.95,45.44,85,5.6,34.03,89.46
1567.24,29.24,37.79,74.57,50,10.2,45.02,91.18
14672.91,21.86,31.36,34.01,266,26.15,41.72,74.97
24006.79,48.2,30.12,44.61,399,50.04,35.56,65.03
16297.52,54.01,33.82,86.88,297,9.3,36.3,76.14
18061.52,37.36,21.89,12.54,299,25.81,26.3,76.44
36262.19,57.14,22.67,57.32,618,44.46,29.92,45.0
14581.96,43.61,21.0,69.47,241,61.15,25.15,80.95
21045.59,45.2,34.92,70.87,393,28.38,42.42,66.27
31562.47,53.82,15.66,67.28,584,53.12,25.0,45.07
16465.17,31.87,10.46,68.12,302,41.6,25.0,78.99
25261.38,34.17,30.87,14.72,484,31.76,39.43,62.7
34632.18,56.24,42.98,52.73,652,8.45,50.0,45.0
38031.3,56.04,31.33,72.64,697,24.3,39.26,45.0
6735.87,59.06,37.4,17.53,124,54.8,39.06,81.36
37136.92,56.07,33.55,10.96,678,18.09,37.0,45.0
20192.54,25.09,27.41,75.16,363,28.45,36.39,68.75
11071.53,52.95,35.14,66.98,147,53.87,41.31,80.74
18906.29,36.39,38.84,42.98,372,18.07,48.07,66.28
39221.27,59.63,17.87,85.23,723,30.91,25.0,45.0
20212.11,38.89,21.76,71.33,337,40.2,25.61,76.68
13821.31,42.15,17.83,87.43,287,55.11,25.0,81.82
25702.63,41.19,25.83,84.35,453,7.7,32.78,70.6
10365.68,32.87,40.98,48.5,186,35.63,49.32,78.61
3958.67,23.0,22.08,70.38,98,33.64,29.54,90.27
6026.31,55.83,23.11,63.54,115,57.19,31.57,86.31
5993.79,52.11,40.11,74.92,142,6.38,48.6,83.3
6924.21,25.58,28.04,73.02,117,33.17,33.11,87.57
6414.26,51.07,28.74,22.26,159,29.84,39.43,83.76
25994.12,45.03,40.13,28.7,453,24.22,45.37,59.76
8093.32,36.37,27.17,31.26,180,15.6,31.23,86.81
14481.02,30.16,33.85,75.48,207,14.9,41.75,77.25
35974.75,54.39,13.0,74.86,627,29.05,25.0,45.0
19484.5,48.01,16.25,49.63,362,50.8,27.11,76.06
27034.75,41.91,24.15,56.47,482,32.11,30.18,63.67
7720.47,44.38,27.32,76.15,139,25.19,32.06,86.91
8499.27,23.64,43.8,35.01,156,47.34,49.47,77.64
2593.88,38.96,43.97,14.01,50,38.41,50.0,85.29
7588.47,27.75,39.79,48.61,110,34.23,47.83,80.81
11865.02,28.34,21.05,83.1,222,10.59,25.0,86.79
7903.41,46.45,43.74,73.24,127,25.74,50.0,79.44
4459.4,56.45,34.13,39.33,115,34.96,39.77,87.59
5704.8,36.15,23.75,15.18,99,39.63,30.25,89.08
18970.37,28.31,34.56,60.95,363,29.86,40.82,70.84
9047.02,45.95,10.58,76.76,176,28.58,25.0,85.96
15206.52,54.85,15.12,63.2,261,51.1,25.0,80.05
20633.27,49.93,39.04,44.01,326,27.78,46.15,68.88
27925.4,54.75,32.6,19.87,537,12.59,43.95,51.22
2533.17,41.46,22.75,82.86,50,14.15,34.11,90.83
32177.01,50.08,27.52,32.08,575,24.93,36.06,45.0
25488.12,25.6,41.68,27.94,460,21.86,50.0,55.66
4188.6,33.93,32.11,75.28,75,3.06,35.94,88.18
35069.57,35.58,23.94,88.5,662,28.56,30.82,45.0
36914.02,40.45,14.21,62.81,671,23.5,25.0,45.0
3382.04,57.16,20.28,59.98,58,8.16,27.24,94.98
11798.23,54.97,44.24,35.55,240,29.71,49.97,72.01
32441.85,25.38,25.31,11.63,605,39.74,32.29,45.0
30182.13,26.91,26.51,25.34,530,19.99,32.06,45.5
8196.32,34.31,27.45,56.75,120,32.85,33.97,88.04
9164.62,31.63,40.94,22.11,146,20.33,49.28,79.62
15448.41,44.59,31.14,80.71,280,54.84,35.72,75.19
19896.4,56.11,34.28,25.05,331,45.19,41.44,68.79
25111.94,58.49,23.63,51.77,459,22.03,31.81,68.7
15387.63,46.14,11.02,50.96,277,16.4,25.0,82.57
19038.85,53.53,42.58,58.32,283,37.2,46.27,69.62
30151.37,41.01,43.22,36.19,513,37.58,50.0,45.0
2430.64,28.33,43.22,79.88,50,15.44,50.0,88.42
10845.04,40.99,43.03,45.54,189,18.1,50.0,77.04
28820.63,42.2,38.53,66.01,551,33.93,43.6,48.67
35913.07,49.7,33.96,60.87,606,20.99,39.54,45.0
20955.42,28.8,39.56,19.37,348,25.75,44.97,67.91
21752.43,34.73,31.02,59.81,391,33.9,33.88,69.96
5179.71,34.56,14.7,54.06,68,38.8,27.42,93.48
18449.08,58.38,23.69,81.89,309,25.5,31.34,76.47
21772.07,37.76,44.0,80.47,409,59.51,50.0,62.43
10456.35,50.2,22.29,22.08,178,38.83,28.97,86.57
11500.49,50.03,40.37,16.53,172,22.98,43.36,77.94
15714.08,30.62,13.26,33.57,234,57.98,25.0,81.28
1782.78,42.87,21.7,88.93,88,42.97,33.29,88.38
13561.09,55.77,22.28,11.73,275,10.3,26.3,79.9
9246.47,39.01,11.81,63.83,157,52.67,25.0,85.98
13772.4,57.8,14.17,58.68,253,7.82,25.0,83.23
5670.72,28.58,16.76,61.73,91,40.81,30.01,86.99
35730.56,22.97,39.32,27.46,662,11.29,46.59,45.0
24150.11,55.66,12.22,28.14,418,10.59,25.0,71.72
27484.99,53.91,20.45,44.45,486,40.42,31.45,62.97
31777.68,59.7,10.36,17.67,589,38.57,25.0,45.88
20439.25,47.18,34.35,15.97,408,13.47,39.81,70.11
4389.89,57.47,31.71,17.07,98,4.1,40.42,87.77
21947.16,53.08,32.57,55.84,430,33.51,42.49,66.05
23886.8,53.78,23.1,41.82,426,20.59,25.36,71.93
30072.14,42.77,17.29,33.49,531,17.34,25.76,46.79
17834.72,35.29,35.21,35.27,276,18.06,38.97,76.3
5975.63,57.38,38.39,26.58,110,49.68,42.43,84.45
12067.26,37.28,14.85,42.92,229,24.06,25.0,83.8
15160.21,41.55,27.04,26.24,268,11.58,33.43,81.96
26190.77,37.84,18.71,65.84,457,24.12,25.0,68.23
23260.35,42.59,15.88,19.91,454,35.84,25.65,68.92
14887.77,38.82,35.7,85.86,286,33.0,44.45,74.27
39474.09,21.92,28.83,17.19,751,23.97,35.96,45.0
24625.22,55.28,17.57,85.48,424,29.4,25.0,71.57
10251.84,37.78,20.85,76.66,169,12.44,26.25,84.17
4969.52,43.56,43.83,64.46,120,9.28,46.2,84.98
6961.51,25.57,39.7,82.98,125,15.86,50.0,81.45
10592.35,20.14,40.8,21.14,178,42.01,48.43,78.18
7266.57,29.81,26.1,24.11,120,28.11,29.95,86.9
8276.11,48.18,31.83,30.17,150,12.06,45.03,83.01
12118.71,23.97,23.19,29.58,245,22.34,29.5,82.15
7761.57,56.36,12.72,34.87,137,17.42,25.0,91.0
35973.85,28.6,24.04,56.05,674,13.09,29.33,45.0
4129.12,28.18,30.79,12.25,87,27.11,37.45,88.18
21455.94,27.26,20.05,40.58,368,37.85,26.76,73.15
17005.48,20.56,39.68,29.71,287,12.44,48.13,71.27
39312.77,50.87,15.29,58.53,704,37.49,25.68,45.0
5369.52,55.0,22.85,88.81,64,13.69,28.7,92.52
16516.37,44.57,14.37,51.41,287,27.83,25.0,78.71
38809.35,27.53,24.17,44.05,743,12.38,35.54,45.0
34754.78,31.41,11.39,39.46,631,41.94,25.0,45.0
32865.81,39.04,19.54,72.8,578,42.95,26.38,45.0
11058.21,58.17,24.03,15.76,249,40.78,34.17,80.73
7664.62,29.89,26.74,86.78,116,28.31,32.94,84.88
27077.09,49.27,29.03,43.43,468,12.1,34.64,64.0
37245.66,37.58,19.62,35.1,708,39.15,27.5,45.0
22713.75,31.91,28.31,87.93,430,66.3,35.6,67.06
23292.89,38.24,27.82,84.87,420,6.38,33.53,70.46
11919.18,22.85,21.07,61.35,238,48.92,29.05,83.52
31010.22,51.95,39.06,11.48,571,30.96,41.32,45.0
8294.71,29.73,29.1,69.88,121,36.87,34.51,86.69
13623.49,49.02,21.63,36.84,188,19.31,25.0,85.66
17592.02,22.73,43.16,41.06,306,22.6,46.65,70.87
20796.8,58.2,39.58,22.7,405,23.22,41.62,65.1
10453.98,27.72,44.39,51.88,179,28.72,50.0,76.31
5478.64,55.31,34.23,69.56,111,35.6,39.53,86.96
24814.18,52.38,23.24,31.84,456,9.15,31.34,70.73
12256.59,58.71,19.83,85.1,181,41.61,28.12,83.14
23668.29,39.12,33.22,25.58,420,16.43,44.05,66.3
7020.15,49.1,44.33,15.3,137,46.93,49.11,78.82
19764.46,34.83,31.94,61.55,340,44.58,39.57,69.21
21770.99,27.37,40.86,77.95,387,20.96,47.02,62.2
3021.12,37.72,21.52,86.25,65,7.26,29.64,95.92
14127.57,26.63,24.24,71.37,259,52.93,31.99,78.61
6242.17,59.28,41.72,25.97,140,44.92,47.74,79.64
3471.62,23.85,36.49,88.21,73,28.92,43.29,89.6
39608.45,43.57,44.35,83.55,696,47.22,47.11,45.0
13571.8,45.06,37.12,23.05,235,25.16,45.67,77.42
32585.1,41.52,25.7,54.7,593,22.85,26.92,45.0
10930.99,46.49,28.59,54.44,232,50.8,36.98,80.8
27578.61,24.65,41.52,45.4,490,13.22,44.31,61.89
30648.89,42.2,29.31,88.74,514,30.62,38.46,45.0
24229.91,31.49,18.94,14.77,452,51.04,27.27,67.63
19391.47,57.61,25.25,60.18,334,14.72,30.39,74.24
17061.8,50.48,28.07,26.42,278,9.54,29.25,80.9
14605.86,58.9,13.39,52.19,266,30.97,25.0,80.54
37251.64,21.5,36.03,72.38,702,16.71,38.73,45.0
33394.16,31.41,13.83,29.74,593,23.62,25.0,45.43
38636.05,27.82,24.17,41.47,715,34.92,27.1,45.0
5847.59,20.45,38.16,86.06,123,50.69,40.74,83.49
29503.83,29.69,26.36,70.92,556,9.37,32.4,53.38
37595.28,47.15,39.47,55.82,665,13.66,42.0,45.0
8068.09,29.24,21.97,27.76,119,27.69,28.24,88.4
3593.35,40.36,43.52,44.02,50,4.97,45.19,87.6
29903.71,55.51,17.33,71.92,563,14.42,25.01,55.47
23404.45,47.75,11.34,75.64,442,47.94,25.0,69.05
33831.32,35.79,40.53,29.57,591,21.8,50.0,45.0
6451.12,34.9,36.33,62.96,171,32.35,43.69,82.36
32015.43,38.23,18.12,17.6,555,16.19,25.88,45.9
8863.47,27.08,44.47,11.86,186,27.53,50.0,75.03
7382.58,45.36,27.58,53.89,172,11.54,29.18,86.08
7406.37,34.57,43.29,27.95,137,26.68,50.0,81.05
32768.41,54.09,27.68,16.31,577,38.57,28.0,45.0
26942.69,50.26,26.52,68.39,471,32.14,39.93,62.72
21399.55,44.42,25.72,49.84,383,22.09,26.99,75.54
14994.39,34.57,21.72,73.7,300,39.8,25.0,80.65
35210.82,28.4,28.68,63.12,610,32.74,37.47,45.0
16305.36,51.05,25.84,68.38,250,34.33,35.16,76.93
32847.38,39.46,11.29,34.59,606,50.83,25.0,45.0
18126.26,28.99,19.12,31.06,344,51.18,30.11,73.9
15700.83,27.81,17.46,58.07,335,39.79,25.0,76.59
19044.51,26.62,40.36,26.01,312,40.67,41.29,70.35
12753.74,51.09,30.96,75.23,229,50.35,38.73,78.66
30156.77,29.16,36.73,51.83,577,13.35,40.32,45.0
20606.1,41.07,43.49,28.16,378,12.65,48.9,65.87
10056.3,38.06,32.54,60.01,178,39.92,39.25,81.57
36083.41,43.18,44.39,85.6,676,20.78,50.0,45.0
15971.76,55.09,20.91,16.57,275,21.49,29.59,79.36
22198.56,54.71,16.52,18.75,425,21.66,25.0,72.99
36352.41,38.04,24.12,77.51,630,26.13,28.27,45.0
25345.28,20.61,26.48,18.77,423,51.74,29.84,67.26
5559.02,37.06,41.34,13.15,94,21.26,50.0,82.82
37653.45,44.25,29.6,37.83,621,31.25,35.47,45.0
25480.61,42.31,20.23,47.34,465,28.83,28.7,66.51
14061.32,46.05,35.99,55.56,212,17.32,46.37,73.88
6431.61,26.16,27.7,50.58,124,27.72,35.03,85.91
31966.98,45.86,15.67,83.05,586,30.51,25.39,45.0
25182.84,27.31,30.19,71.49,456,11.59,36.01,66.29
21804.98,50.02,41.9,88.7,407,45.68,50.0,62.7
35861.81,33.56,39.49,48.12,657,40.31,50.0,45.0
31755.29,48.4,30.54,16.75,570,34.89,34.71,45.0
6915.32,21.91,23.2,86.44,172,23.85,29.7,88.39
13157.16,36.31,13.04,10.33,249,23.09,25.0,82.83
10691.08,48.2,26.44,72.09,214,34.05,34.54,80.99
30013.91,29.07,36.32,12.5,573,19.96,43.36,45.0
2307.76,51.81,22.61,70.9,59,45.31,31.95,92.66
23225.7,45.23,18.24,85.04,474,19.9,29.84,70.97
30735.89,43.5,42.6,41.14,563,39.73,44.3,45.0
35193.86,34.14,38.75,29.28,640,46.26,43.29,45.0
14341.19,39.3,32.34,28.1,245,17.94,34.66,78.01
33029.03,43.89,14.79,49.34,594,41.26,25.67,45.0
5314.64,38.9,15.07,23.67,78,23.27,25.0,92.93
34011.64,47.93,13.61,63.83,635,33.72,25.0,45.0
5972.06,37.35,31.57,39.47,86,40.2,37.74,86.74
16494.2,28.09,14.04,35.85,302,13.82,25.0,79.32
32094.52,28.56,39.49,46.9,598,23.92,47.76,45.0
6846.78,20.23,44.75,53.41,128,33.36,50.0,79.27
9940.8,32.04,22.82,21.35,158,1.8,32.04,88.11
29167.85,49.96,25.88,66.62,548,30.52,30.84,52.06
29081.42,51.77,34.91,80.64,527,17.19,38.81,54.77
26004.76,28.1,42.8,32.24,401,30.46,50.0,61.73
28063.99,58.36,41.29,24.43,486,52.68,45.38,57.97
22166.25,40.1,12.02,70.84,438,27.29,25.0,71.06
10820.16,56.68,15.92,24.68,234,12.09,25.0,88.51
14482.14,48.27,36.41,13.3,276,30.31,44.16,76.48
8082.31,48.9,34.11,59.54,167,12.67,36.85,85.1
36429.57,23.4,14.66,29.18,643,28.72,28.83,45.0
23752.28,28.8,27.57,23.74,425,25.06,31.99,67.97
16633.21,20.35,37.33,88.53,333,45.94,40.25,71.46
19018.23,48.65,17.66,33.35,356,53.33,31.26,71.4
37944.05,33.78,40.5,82.28,692,28.47,45.18,45.0
6980.7,51.47,11.85,24.26,122,5.97,25.0,90.5
23862.96,33.56,37.38,75.52,463,28.06,48.89,60.28
20729.66,52.77,31.55,50.16,405,23.47,36.07,70.3
24846.72,25.23,21.03,16.29,468,30.52,25.0,68.88
1706.3,26.93,35.23,68.69,50,13.4,40.05,90.08
35012.83,33.64,37.38,81.37,628,26.13,41.53,45.0
37352.61,36.34,42.69,23.04,696,15.88,50.0,45.0
23040.19,33.95,22.87,68.05,391,9.98,31.61,70.39
28169.38,50.55,34.01,45.6,490,43.04,41.14,63.25
36977.48,23.88,31.09,70.31,636,47.37,39.14,45.0
28582.31,34.05,28.38,67.11,551,9.99,32.24,55.21
6949.02,53.49,41.16,12.13,108,26.87,48.39,80.53
23475.25,22.67,10.11,24.3,437,9.03,25.0,69.62
24661.89,57.69,19.87,47.68,445,67.54,28.52,65.65
17541.1,59.45,28.84,84.69,391,37.1,34.22,71.99
29721.33,23.54,16.24,37.37,551,3.78,25.0,56.05
37440.31,31.65,41.78,60.31,634,48.73,44.19,45.0
37097.17,34.9,32.67,10.97,704,22.23,46.95,45.0
18582.74,51.06,26.73,66.89,328,65.48,34.77,71.66
5416.28,43.84,38.51,58.25,93,52.96,43.04,85.02
39408.81,45.77,25.78,67.23,700,5.04,31.33,45.0
33717.03,50.3,29.55,82.37,618,16.48,33.93,45.0
5861.84,24.72,10.1,21.72,111,50.41,25.0,92.1
36912.83,53.33,22.8,30.93,655,27.49,29.97,45.0
34925.96,48.22,14.86,89.66,622,25.21,25.0,45.0
21234.68,43.09,34.14,22.5,389,44.99,44.58,67.57
24059.74,55.59,26.77,67.65,379,13.18,25.0,74.55
16561.11,48.01,20.56,68.01,265,19.66,27.36,83.01
3135.7,28.07,26.37,64.64,99,17.39,30.45,92.27
14072.69,37.19,17.34,28.2,264,13.51,25.0,84.22
32311.28,39.76,42.38,27.21,574,27.77,50.0,45.0
1180.65,22.21,11.89,63.31,50,2.03,25.0,97.77
14006.47,58.19,40.29,24.9,253,27.03,48.6,74.34
16528.58,25.14,27.9,62.93,325,31.4,31.85,76.07
21958.43,47.9,31.66,49.4,465,41.28,34.43,65.93
36874.37,40.25,20.59,40.93,718,26.98,25.33,45.0
14507.49,21.03,43.83,34.02,242,8.66,50.0,75.56
14531.17,56.99,19.86,85.81,252,25.76,28.69,83.19
29762.55,54.07,30.61,50.65,504,18.96,36.45,53.69
18636.5,40.97,44.77,54.9,318,38.55,50.0,66.1
9759.59,29.16,40.84,85.94,172,43.63,50.0,77.61
18645.14,24.86,28.77,62.31,330,55.04,38.86,71.07
6493.42,34.54,44.66,86.63,169,32.51,49.71,77.28
7879.09,30.22,34.55,18.51,110,54.98,35.87,86.83
20436.34,40.27,17.3,77.73,370,12.07,26.4,74.49
17338.09,58.66,24.2,36.83,264,24.25,29.87,77.99
36678.99,43.0,21.71,74.84,675,8.46,25.0,45.0
15133.36,55.6,22.04,78.45,242,24.57,29.49,79.02
23642.95,46.04,36.62,31.72,457,39.04,45.01,59.18
25658.31,39.01,30.45,42.71,459,28.58,34.49,65.79
1510.68,54.18,11.33,68.08,50,44.67,25.0,93.45
26877.96,38.85,40.71,17.92,436,32.85,47.51,61.1
7943.4,54.75,20.39,70.44,120,24.08,28.4,88.95
38481.74,31.66,44.9,18.84,706,50.73,48.32,45.0
6797.85,25.15,43.4,83.16,134,29.38,50.0,80.05
17170.34,54.21,42.92,32.11,300,20.83,48.44,71.1
4328.64,43.5,38.39,56.05,102,11.27,50.0,84.05
39878.1,55.56,17.72,19.37,697,6.17,25.0,45.0
20585.61,57.51,28.64,31.56,301,18.93,35.01,72.42
24220.02,22.15,17.85,42.32,447,70.09,25.0,71.27
3615.98,40.04,19.09,48.96,98,48.67,30.4,92.47
30248.46,35.0,31.38,10.01,582,32.43,36.72,45.0
9186.32,45.03,11.43,81.09,135,58.8,25.0,86.87
36024.12,51.74,43.93,10.61,641,14.52,50.0,45.0
9000.45,31.22,42.15,71.89,182,34.56,50.0,78.27
8436.82,42.27,23.33,47.65,138,13.96,28.22,87.69
2425.44,48.35,28.04,51.91,50,13.84,31.16,92.62
19410.61,25.38,26.31,26.66,335,51.43,32.84,72.18
23028.8,52.56,40.88,58.59,391,27.22,46.15,62.17
3562.64,44.24,34.1,52.98,50,46.93,39.75,86.93
31245.58,57.98,19.73,23.14,592,32.46,27.98,45.0
18678.26,33.58,25.64,29.05,340,38.84,34.41,73.33
21451.22,24.33,25.01,15.35,422,30.64,31.98,70.57
18189.75,40.26,43.58,15.3,344,24.6,46.79,66.29
16629.76,23.43,16.14,11.1,343,59.85,25.0,78.7
22825.97,58.78,13.14,27.64,435,17.08,25.0,70.33
7054.37,21.55,40.82,64.37,147,48.08,41.4,79.81
8095.2,50.14,41.38,35.3,144,23.75,45.97,82.28
34609.64,41.0,40.51,37.42,704,24.0,48.08,45.0
37898.5,34.74,27.88,20.55,692,13.84,35.39,45.0
15559.06,22.63,33.09,56.04,234,34.07,39.32,76.89
11559.04,44.89,29.72,37.37,217,5.21,36.7,82.75
26115.98,43.41,12.43,64.11,450,21.79,25.0,69.69
16940.63,31.24,30.85,69.32,333,11.83,33.47,76.41
1990.07,56.41,10.48,56.78,54,68.54,25.0,92.74
7089.95,32.16,21.37,32.09,124,52.36,29.67,87.0
28922.92,37.99,42.63,50.69,504,33.53,50.0,49.4
26698.03,41.75,20.64,30.15,489,5.04,26.33,70.37
2056.74,24.01,42.89,82.23,50,13.83,50.0,86.36
9656.91,57.29,18.75,71.31,195,10.33,29.68,84.66
10011.92,34.98,21.01,49.44,196,52.21,25.6,89.03
27203.82,23.23,31.99,87.24,568,46.13,41.56,49.5
1768.71,35.49,36.66,53.74,50,32.99,42.33,86.2
5060.23,44.01,27.55,36.28,84,21.05,28.93,90.95
32196.73,40.55,40.87,17.64,582,28.12,48.13,45.0
7963.24,47.78,11.41,53.5,142,18.81,25.0,90.2
26457.1,22.22,42.28,78.83,507,38.33,47.17,50.77
10289.13,31.38,16.87,79.34,180,18.19,27.28,86.59
4878.21,52.77,40.95,58.37,138,16.5,47.09,82.76
10483.72,23.2,24.03,41.48,205,33.63,32.94,82.49
29168.41,54.22,39.15,62.02,518,19.12,48.15,49.97
34372.16,23.68,33.51,70.97,606,15.8,40.49,45.0
33378.57,53.38,16.16,42.93,633,3.61,29.31,45.0
16490.16,34.43,42.13,48.1,301,13.92,50.0,70.95
27055.32,44.49,18.59,64.45,492,28.54,25.0,68.57
